caseid,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
13879,54,2,174865,6,5,2,3,0,4,1,0,0,45,38,1
13880,30,2,66194,9,13,4,9,1,4,0,0,0,60,27,0
13881,31,2,73796,15,10,6,3,4,4,0,0,0,30,38,0
13882,26,5,28366,9,13,4,9,1,4,1,0,0,40,38,0
13883,75,4,231741,10,16,2,9,0,4,1,4931,0,3,38,0
13884,29,2,237865,12,14,4,13,3,2,1,0,0,40,38,0
13885,61,2,195453,11,9,2,3,0,4,1,0,0,50,38,1
13886,24,2,116934,15,10,5,11,4,4,0,0,0,45,38,0
13887,34,2,456399,7,12,4,9,1,4,1,0,0,40,38,0
13888,42,2,263608,15,10,0,2,3,4,1,0,0,40,38,0
13889,24,2,263498,1,7,4,2,1,4,1,0,0,40,38,0
13890,27,0,469705,11,9,4,2,1,2,1,0,1980,40,38,0
13891,39,1,113253,9,13,2,9,5,4,0,0,0,50,38,1
13892,20,2,138768,11,9,4,5,3,4,1,0,0,40,38,0
13893,51,2,302146,1,7,4,7,1,2,0,0,0,40,38,0
13894,68,2,253866,9,13,2,11,0,4,1,0,0,30,38,0
13895,28,0,214858,11,9,4,6,3,4,1,0,0,48,38,0
13896,43,2,243476,11,9,0,12,1,4,0,0,0,40,38,0
13897,35,2,169104,15,10,3,2,1,4,1,0,0,40,38,0
13898,44,2,103218,11,9,0,0,4,2,0,0,0,40,38,0
13899,41,2,57233,9,13,4,5,1,4,1,0,0,40,38,0
13900,44,2,228320,11,9,2,12,0,4,1,0,0,45,38,1
13901,20,2,217421,11,9,2,0,2,4,0,0,0,40,38,0
13902,46,2,185041,11,9,2,2,0,4,1,0,0,75,38,1
13903,27,4,37302,7,12,2,13,0,4,1,7688,0,70,38,1
13904,32,2,261059,15,10,4,7,1,4,1,0,0,50,38,0
13905,46,2,59767,15,10,0,11,1,4,1,0,0,50,38,0
13906,26,2,333541,11,9,4,7,1,4,1,0,0,24,38,0
13907,20,2,133352,15,10,4,0,3,1,0,0,0,40,39,0
13908,36,2,99270,11,9,2,4,5,4,0,0,0,40,38,0
13909,49,2,204629,9,13,2,3,0,4,1,0,0,40,38,1
13910,32,2,34104,11,9,2,3,0,4,1,3103,0,55,38,1
13911,32,2,312667,9,13,2,9,0,4,1,15024,0,50,38,1
13912,49,2,329603,9,13,2,2,0,4,1,0,1902,40,38,1
13913,36,2,281021,11,9,4,13,1,4,1,0,0,45,38,0
13914,22,2,275385,15,10,4,7,2,4,1,0,0,25,38,0
13915,52,0,129177,11,9,0,0,1,4,0,0,0,40,38,0
13916,42,2,385591,11,9,2,3,0,4,1,0,0,50,38,1
13917,72,2,38360,11,9,6,7,4,4,0,0,0,16,38,0
13918,30,1,73796,9,13,5,9,1,4,0,0,0,40,38,0
13919,44,2,67671,15,10,2,5,0,4,1,0,0,40,38,0
13920,23,2,257621,9,13,4,11,1,4,0,0,0,45,38,0
13921,22,2,180052,15,10,4,11,3,4,1,0,0,20,38,0
13922,59,2,656036,9,13,5,0,4,4,1,0,0,60,38,0
13923,46,2,215943,11,9,0,9,4,4,0,0,0,40,38,0
13924,30,2,488720,8,11,2,5,0,4,1,0,0,40,25,0
13925,64,0,199298,5,4,6,7,4,4,0,0,0,30,32,0
13926,31,2,305692,15,10,2,11,5,2,0,0,0,40,38,0
13927,64,2,114994,11,9,2,7,0,4,1,0,0,20,38,0
13928,45,2,88265,11,9,4,6,3,4,0,0,0,40,38,0
13929,59,2,168569,11,9,2,6,0,4,1,0,1887,40,38,1
13930,32,2,175413,11,9,4,0,2,2,0,0,0,40,22,0
13931,43,2,161226,9,13,2,6,0,0,1,0,0,40,38,0
13932,23,2,208598,15,10,4,11,1,4,1,0,0,45,38,0
13933,49,4,200471,11,9,2,2,0,4,1,0,0,40,38,0
13934,32,2,256609,2,8,2,6,0,4,1,0,0,40,25,0
13935,49,2,176684,8,11,4,3,4,4,0,0,0,40,38,0
13936,33,2,206512,15,10,0,9,1,4,1,0,0,40,38,0
13937,28,2,212640,14,15,4,9,1,4,0,0,0,85,38,0
13938,47,2,148724,11,9,2,11,0,2,1,0,0,40,38,0
13939,41,2,266510,11,9,4,7,3,4,1,0,0,40,38,0
13940,34,1,240252,12,14,2,3,0,4,1,0,0,40,38,1
13941,25,2,358975,11,9,4,7,1,4,0,0,0,35,38,0
13942,21,2,434710,15,10,4,11,1,4,0,0,0,15,38,0
13943,46,2,241844,6,5,2,7,0,4,1,0,0,40,38,0
13944,37,2,191342,3,2,2,2,0,1,1,0,0,40,0,0
13945,41,2,221947,15,10,2,2,0,4,1,0,0,56,38,1
13946,44,2,111483,11,9,4,0,3,4,1,0,1504,50,38,0
13947,30,2,65278,11,9,2,12,0,4,1,0,0,40,38,1
13948,54,2,133403,15,10,2,6,0,4,1,0,0,40,38,0
13949,35,4,166416,11,9,2,4,0,4,1,0,0,99,38,0
13950,21,2,221480,15,10,4,12,3,4,0,0,0,25,6,0
13951,35,4,189878,12,14,2,11,0,4,1,0,0,40,38,1
13952,35,2,278403,14,15,2,9,0,4,1,0,0,80,38,1
13953,19,2,184710,15,10,4,2,3,4,1,0,0,20,38,0
13954,48,2,177775,11,9,0,3,1,4,0,0,0,40,38,0
13955,65,4,225473,15,10,6,2,1,4,0,0,0,35,38,0
13956,40,2,289403,9,13,5,0,4,2,1,0,0,35,38,0
13957,26,2,269060,11,9,4,0,1,4,0,0,0,40,38,0
13958,45,2,449354,15,10,2,3,0,4,1,0,0,40,38,0
13959,26,2,214413,15,10,4,2,3,4,1,0,0,40,38,0
13960,32,2,80058,11,9,2,0,0,4,1,0,0,40,38,0
13961,35,2,202027,9,13,0,3,1,4,1,27828,0,50,38,1
13962,22,4,123440,15,10,4,2,1,4,1,0,0,48,38,0
13963,37,2,191524,8,11,5,9,3,4,0,0,0,38,38,0
13964,25,2,308144,9,13,4,2,1,4,1,0,0,40,25,0
13965,46,2,205100,8,11,2,3,0,4,1,0,0,48,38,1
13966,30,2,195750,11,9,4,5,3,4,1,0,0,27,38,0
13967,63,2,149756,7,12,0,3,1,4,1,0,0,40,38,1
13968,51,1,240358,11,9,2,10,0,4,1,0,0,40,38,1
13969,68,4,241174,5,4,2,3,0,4,1,0,0,16,38,0
13970,36,2,356838,10,16,2,9,0,4,1,0,0,50,1,0
13971,28,3,115705,15,10,4,3,1,4,1,0,0,50,38,0
13972,41,1,137142,15,10,2,11,0,4,1,0,0,40,38,0
13973,47,2,296066,15,10,2,9,0,4,1,0,0,40,38,0
13974,22,2,401335,15,10,4,7,4,2,0,0,0,30,38,0
13975,34,3,186824,14,15,2,9,0,4,1,15024,0,40,38,1
13976,46,0,162187,9,13,2,9,0,4,1,0,0,40,38,1
13977,28,2,98010,15,10,3,0,3,4,0,0,0,40,38,0
13978,36,2,172538,11,9,2,2,0,4,1,0,0,52,38,1
13979,18,2,80163,15,10,4,11,3,4,0,0,0,20,38,0
13980,33,1,43959,12,14,2,9,0,4,1,7688,0,50,38,1
13981,51,2,162632,11,9,2,13,0,4,1,7298,0,60,38,1
13982,56,4,115422,11,9,2,3,0,4,1,0,0,35,38,0
13983,54,2,100933,11,9,4,0,4,4,0,0,0,40,38,0
13984,29,2,270379,11,9,4,3,4,2,0,0,0,40,38,0
13985,40,2,20109,15,10,0,5,1,0,0,0,0,84,38,0
13986,53,2,114758,12,14,2,3,0,4,1,15024,0,65,38,1
13987,22,2,100345,11,9,4,5,3,4,1,0,0,35,38,0
13988,33,2,184901,11,9,2,6,0,4,1,0,0,40,38,1
13989,28,2,87239,11,9,0,13,1,4,1,0,0,50,38,0
13990,63,2,127363,15,10,2,9,5,4,0,0,0,12,38,0
13991,53,0,199720,10,16,2,9,0,4,1,15024,0,60,10,1
13992,37,2,143058,0,6,2,2,0,4,1,0,0,50,38,0
13993,50,0,36489,15,10,0,3,4,4,1,0,0,40,38,0
13994,22,2,141698,11,9,4,2,3,4,1,0,0,40,38,0
13995,40,0,26358,7,12,4,0,1,4,0,0,0,40,38,0
13996,22,2,195532,9,13,4,9,1,4,0,8614,0,40,38,1
13997,21,2,30039,15,10,4,9,3,4,1,0,0,40,38,0
13998,25,2,125159,7,12,2,5,0,2,1,0,0,40,22,0
13999,20,2,246250,15,10,4,2,1,4,0,0,0,40,38,0
14000,43,0,77370,11,9,2,13,0,4,1,0,0,40,38,0
14001,29,2,355569,8,11,4,3,4,4,0,0,0,50,38,0
14002,32,2,180603,9,13,2,11,0,4,1,0,0,40,38,1
14003,42,2,201785,12,14,2,11,0,4,1,0,0,50,38,1
14004,33,2,256211,11,9,2,6,0,1,1,0,0,40,34,0
14005,27,2,146764,15,10,2,3,5,4,0,0,0,40,38,1
14006,29,2,200515,15,10,2,6,0,4,1,0,0,38,38,0
14007,29,2,52636,11,9,2,13,0,4,1,0,0,40,38,0
14008,20,2,27049,15,10,4,3,3,4,0,0,0,20,38,0
14009,35,2,111128,0,6,4,0,3,4,1,0,0,40,38,0
14010,31,4,348038,9,13,2,9,0,4,1,0,1902,50,32,1
14011,33,2,93930,11,9,4,2,1,4,1,0,0,50,38,0
14012,67,2,397831,15,10,2,3,0,4,1,0,1539,40,38,0
14013,46,2,33794,15,10,2,9,0,4,1,0,0,10,38,0
14014,45,2,178215,6,5,2,6,5,4,0,0,0,40,38,1
14015,17,1,191910,1,7,4,11,3,4,1,0,0,20,38,0
14016,35,2,340110,9,13,2,3,0,4,1,0,1848,70,38,1
14017,48,4,133694,9,13,3,3,1,2,1,0,0,40,22,1
14018,49,2,148398,11,9,0,6,1,2,0,0,0,40,38,0
14019,20,2,133515,15,10,4,11,2,4,0,0,0,40,38,0
14020,27,2,181667,11,9,2,6,0,4,1,5013,0,46,1,0
14021,64,2,159715,15,10,2,2,0,4,1,0,0,20,38,0
14022,53,0,174040,15,10,5,2,1,2,1,0,0,40,38,0
14023,52,2,117700,11,9,0,0,1,4,0,0,0,40,38,0
14024,29,2,37215,11,9,2,2,0,4,1,0,0,55,38,0
14025,32,3,46807,11,9,2,2,0,4,1,99999,0,40,38,1
14026,48,4,317360,9,13,2,9,5,4,0,0,0,20,38,1
14027,30,2,425627,15,10,4,2,2,4,1,0,0,40,25,0
14028,34,2,82623,11,9,2,7,0,4,1,0,0,20,38,0
14029,39,2,140854,11,9,4,9,1,4,1,0,0,50,38,0
14030,28,2,185061,1,7,4,5,2,4,1,0,0,40,38,0
14031,54,2,282680,9,13,4,9,1,4,0,0,0,50,38,0
14032,24,2,137591,15,10,4,11,3,4,1,0,1762,40,38,0
14033,25,2,198163,11,9,4,3,3,4,0,0,0,40,38,0
14034,25,2,132749,1,7,0,7,4,4,0,0,0,12,38,0
14035,48,1,31264,15,10,2,3,5,4,0,5178,0,40,38,1
14036,24,2,399449,9,13,4,11,3,4,0,0,0,40,38,0
14037,31,2,27494,15,10,2,11,0,1,1,0,0,50,35,0
14038,47,2,368561,15,10,2,2,0,4,1,0,0,40,38,1
14039,19,2,406078,15,10,4,0,3,4,0,0,0,25,38,0
14040,52,3,100506,15,10,2,11,0,4,1,15024,0,50,38,1
14041,52,2,29658,11,9,2,0,0,4,1,0,0,40,38,0
14042,60,2,181953,11,9,2,13,0,4,1,0,0,28,38,0
14043,43,2,304175,12,14,2,9,0,4,1,0,0,50,38,1
14044,24,2,170070,7,12,0,7,3,4,0,0,0,30,38,0
14045,51,2,194908,11,9,4,0,1,4,0,0,0,40,38,0
14046,38,4,357962,6,5,0,2,1,4,1,0,0,40,38,0
14047,21,2,214716,15,10,4,0,3,4,0,0,0,10,38,0
14048,40,3,207578,11,9,2,0,0,4,1,0,0,50,38,1
14049,54,2,146409,15,10,6,3,4,4,0,0,0,40,38,0
14050,35,2,341643,9,13,4,7,2,4,1,0,0,50,38,0
14051,52,2,131631,1,7,5,6,4,2,1,0,0,40,38,0
14052,53,2,88842,11,9,2,3,0,4,1,99999,0,40,38,1
14053,35,2,417136,11,9,0,2,4,2,1,0,0,40,38,0
14054,43,4,336763,15,10,0,11,4,4,0,0,880,42,38,0
14055,29,2,209301,9,13,2,2,0,4,1,0,0,40,1,0
14056,29,2,120986,11,9,2,13,0,0,1,0,0,65,38,0
14057,27,2,51025,11,9,4,7,1,4,0,0,0,40,38,0
14058,58,2,218281,9,13,2,0,0,4,1,0,0,40,25,0
14059,64,2,114994,11,9,2,5,0,4,1,0,0,18,38,0
14060,53,2,335481,11,9,2,0,5,2,0,0,0,32,38,0
14061,21,2,174503,11,9,4,0,1,4,0,0,0,30,38,0
14062,40,4,230478,7,12,0,3,1,4,1,0,0,30,38,0
14063,52,5,149650,10,16,2,9,0,4,1,0,0,40,19,1
14064,38,2,149419,8,11,4,12,1,4,1,0,0,50,38,0
14065,39,2,185099,11,9,2,3,0,4,1,0,0,40,38,0
14066,68,2,128472,10,16,2,9,0,4,1,0,0,55,38,1
14067,24,2,124971,11,9,4,11,1,4,1,0,0,38,38,0
14068,40,3,344060,14,15,2,9,0,4,1,0,0,50,38,1
14069,43,3,286750,14,15,2,9,0,2,1,0,0,99,38,1
14070,38,2,296999,9,13,4,3,1,4,0,0,0,70,38,0
14071,45,2,123681,11,9,2,11,0,4,1,0,0,40,38,1
14072,18,2,232024,1,7,4,6,3,4,1,0,0,55,38,0
14073,57,1,52267,12,14,2,3,0,4,1,0,0,50,38,1
14074,49,2,119182,11,9,5,7,1,2,0,0,0,35,38,0
14075,25,2,191230,15,10,4,3,3,4,0,0,0,40,40,0
14076,52,0,23780,15,10,0,0,1,4,1,0,0,40,38,0
14077,56,2,184553,0,6,0,2,1,4,1,0,0,56,38,0
14078,26,3,242651,15,10,4,11,1,4,1,0,0,48,38,0
14079,19,2,246226,11,9,4,2,1,4,0,0,0,40,38,0
14080,25,3,86745,9,13,4,0,3,1,0,0,0,40,38,0
14081,25,2,106889,11,9,2,0,5,4,0,0,0,30,38,0
14082,21,2,460835,11,9,4,11,2,4,1,0,0,45,38,0
14083,48,4,213140,5,4,2,2,0,4,1,0,0,40,21,0
14084,33,5,37070,12,14,2,9,0,4,1,0,0,60,1,0
14085,31,5,93589,11,9,0,10,3,3,1,0,0,40,38,0
14086,26,4,213258,11,9,0,4,4,4,1,0,0,65,38,0
14087,37,5,46814,9,13,4,9,1,4,1,0,0,38,38,0
14088,20,2,284737,15,10,4,7,3,4,1,0,0,20,38,0
14089,49,2,197418,11,9,6,0,4,4,0,0,0,20,38,0
14090,49,2,185041,12,14,2,3,0,4,1,0,1977,40,38,1
14091,51,2,159604,15,10,2,9,5,4,0,0,0,40,38,1
14092,40,2,123557,15,10,2,11,0,4,1,0,0,40,38,0
14093,24,2,275421,8,11,4,6,3,4,0,0,0,40,38,0
14094,18,2,167147,2,8,4,11,3,4,1,0,0,24,38,0
14095,41,2,197583,0,6,2,13,0,2,1,0,0,40,38,1
14096,46,2,175109,11,9,2,0,0,4,1,0,1485,40,38,1
14097,46,2,117502,11,9,2,0,5,4,0,0,0,40,38,0
14098,64,2,180401,0,6,2,13,0,4,1,0,0,40,38,1
14099,50,4,146603,14,15,2,9,0,4,1,0,0,40,38,1
14100,53,5,143822,12,14,2,9,0,4,1,0,0,36,38,1
14101,21,2,51985,11,9,4,2,1,4,1,0,0,40,38,0
14102,22,5,48121,15,10,2,7,0,4,1,0,0,25,38,0
14103,37,2,234807,9,13,0,3,4,4,0,7430,0,45,38,1
14104,39,0,65324,14,15,4,9,1,4,1,0,0,55,38,1
14105,30,2,302149,9,13,2,11,0,1,1,0,0,40,18,0
14106,25,2,168403,9,13,4,9,1,4,1,0,1741,40,38,0
14107,26,2,159897,15,10,4,3,4,2,0,0,0,40,38,0
14108,43,2,416338,9,13,4,11,1,4,1,0,0,50,38,0
14109,59,2,370615,11,9,6,0,4,4,0,0,0,60,38,0
14110,27,2,219371,11,9,3,0,4,4,0,0,0,40,22,0
14111,55,2,120970,0,6,2,2,0,2,1,0,0,40,38,1
14112,20,2,22966,15,10,4,7,3,4,1,0,0,12,1,0
14113,25,2,34541,8,11,4,9,1,4,0,0,0,36,1,0
14114,28,2,191027,7,12,5,7,1,4,1,0,0,40,38,0
14115,29,2,107458,9,13,4,11,1,4,1,0,0,50,38,0
14116,60,2,121832,1,7,2,11,0,4,1,0,0,40,38,1
14117,37,1,233825,9,13,2,9,5,4,0,15024,0,50,38,1
14118,25,2,73839,1,7,0,11,3,4,0,0,0,40,38,0
14119,27,2,109165,15,10,2,2,0,4,1,0,0,60,38,0
14120,50,5,103063,9,13,2,3,0,4,1,0,0,40,38,1
14121,41,4,29762,15,10,2,4,0,4,1,5013,0,70,38,0
14122,46,2,111979,5,4,2,2,0,4,1,0,0,47,38,0
14123,35,2,150125,8,11,0,7,4,2,0,0,0,40,38,0
14124,40,2,118001,11,9,4,5,1,2,1,0,0,40,38,0
14125,49,2,149337,9,13,2,3,0,4,1,0,0,40,38,1
14126,29,2,36601,9,13,4,9,1,4,0,0,0,50,38,0
14127,43,1,118600,9,13,0,9,4,4,0,0,625,40,38,0
14128,39,2,279272,7,12,4,13,1,2,1,0,0,60,38,0
14129,35,2,181020,11,9,4,5,3,4,1,0,0,60,38,0
14130,52,2,165998,15,10,2,6,0,4,1,0,0,40,38,0
14131,25,2,218136,15,10,4,5,1,2,1,0,0,40,27,0
14132,20,3,182200,11,9,4,6,3,4,0,0,0,30,38,0
14133,24,2,140001,9,13,4,3,1,4,1,0,0,40,38,0
14134,29,2,193260,9,13,2,2,2,1,1,0,0,30,18,0
14135,21,2,191243,15,10,4,7,3,4,1,0,0,40,38,0
14136,37,0,207887,9,13,0,3,2,4,0,0,0,50,38,0
14137,43,0,211450,11,9,4,0,3,4,1,0,0,40,38,0
14138,19,2,184759,11,9,4,0,1,4,0,0,0,26,38,0
14139,47,2,197836,11,9,2,11,0,4,1,0,0,45,38,0
14140,61,2,232308,11,9,2,13,0,4,1,0,0,45,38,1
14141,35,2,301614,11,9,2,7,0,4,1,0,0,60,38,0
14142,60,2,146674,0,6,2,5,0,2,1,0,0,40,38,0
14143,27,2,225291,15,10,4,0,1,4,0,0,0,40,38,0
14144,57,1,148509,9,13,2,9,0,1,1,0,0,35,18,0
14145,56,2,136413,3,2,2,2,0,4,1,0,0,40,38,0
14146,27,2,126060,11,9,4,3,1,4,0,0,0,40,38,0
14147,47,2,73064,5,4,2,6,5,2,0,0,0,35,38,0
14148,19,2,39026,11,9,4,7,1,4,1,0,0,30,38,0
14149,28,4,33035,2,8,0,7,4,4,0,0,0,30,38,0
14150,43,2,193494,0,6,2,0,0,4,1,0,0,40,38,0
14151,63,1,147440,15,10,0,3,1,4,0,0,0,35,38,0
14152,25,2,64671,11,9,0,5,3,1,0,0,0,40,29,0
14153,35,4,225399,11,9,4,6,3,4,1,8614,0,40,38,1
14154,20,2,174391,11,9,4,5,3,4,0,0,0,40,38,0
14155,48,2,377757,0,6,2,11,0,4,1,0,0,70,38,0
14156,30,1,364310,9,13,4,9,1,2,0,0,0,40,10,0
14157,31,2,110643,9,13,2,9,0,4,1,0,0,40,38,1
14158,20,2,70240,11,9,4,11,3,1,0,0,0,24,29,0
14159,57,5,32694,12,14,2,9,0,4,1,0,0,50,38,1
14160,41,2,95047,8,11,2,0,5,4,0,7688,0,44,38,1
14161,33,2,264936,11,9,0,0,2,4,0,0,0,40,38,0
14162,27,2,367329,8,11,2,4,0,4,1,0,0,40,38,0
14163,34,2,56026,11,9,2,4,0,4,1,0,0,60,38,1
14164,22,2,186452,0,6,4,2,1,4,1,0,0,30,38,0
14165,50,2,125417,7,12,2,3,5,2,0,0,0,40,38,1
14166,40,4,242082,9,13,2,9,0,4,1,0,0,45,38,1
14167,37,2,31023,11,9,2,2,0,4,1,0,0,51,38,0
14168,53,2,424079,12,14,2,3,0,4,1,15024,0,55,38,1
14169,38,4,108947,15,10,2,6,0,4,1,7688,0,40,38,1
14170,25,5,261979,11,9,4,9,1,4,1,0,0,40,38,0
14171,51,2,55507,11,9,2,2,0,2,1,0,0,40,38,0
14172,18,2,353358,15,10,4,7,3,4,1,0,0,16,38,0
14173,41,2,67339,1,7,2,5,0,4,1,7688,0,40,38,1
14174,33,2,235109,11,9,4,0,4,4,0,0,0,40,38,0
14175,33,2,208180,9,13,4,11,1,4,0,0,0,40,38,0
14176,67,5,423561,15,10,2,13,0,4,1,0,0,40,38,0
14177,47,4,145290,11,9,2,3,0,4,1,0,2415,50,38,1
14178,24,2,403671,15,10,4,6,1,4,1,0,0,40,38,0
14179,32,1,49325,5,4,2,7,0,4,1,0,0,40,38,0
14180,29,2,370494,11,9,4,7,4,4,0,0,0,40,25,0
14181,25,2,267012,8,11,4,11,1,4,1,0,0,45,38,0
14182,33,2,191856,15,10,0,0,1,4,0,0,0,40,38,0
14183,55,2,80445,9,13,2,2,0,4,1,0,0,40,38,0
14184,31,2,379798,15,10,2,11,0,4,1,0,0,40,38,1
14185,32,1,168387,12,14,2,9,0,4,1,0,0,50,38,0
14186,18,2,301948,11,9,4,10,3,4,1,34095,0,3,38,0
14187,36,2,274809,11,9,0,0,4,4,0,0,0,50,38,0
14188,58,2,233193,11,9,6,0,1,4,0,0,0,27,38,0
14189,34,2,299635,12,14,2,3,0,4,1,0,1902,50,38,1
14190,19,2,236396,1,7,4,5,1,4,1,0,0,40,38,0
14191,21,2,688355,11,9,4,0,4,2,0,0,0,40,38,0
14192,36,3,37019,11,9,4,4,1,4,1,0,0,50,38,0
14193,37,2,148015,9,13,2,9,5,2,0,15024,0,40,38,1
14194,43,2,122975,11,9,2,6,5,2,0,0,0,21,37,0
14195,52,5,349795,9,13,2,10,0,4,1,0,0,40,38,0
14196,43,2,108945,15,10,0,9,4,4,0,0,0,38,38,0
14197,22,2,237498,11,9,4,7,3,4,1,0,0,40,38,0
14198,57,2,188872,4,3,0,13,4,4,1,6497,0,40,38,0
14199,37,2,324019,7,12,4,0,1,4,0,0,0,40,38,0
14200,39,2,82488,15,10,0,11,4,1,0,0,0,38,38,0
14201,54,2,206964,15,10,2,11,0,4,1,0,0,40,38,1
14202,27,2,37088,7,12,4,7,1,4,1,0,0,40,38,0
14203,21,2,152540,11,9,4,0,1,4,0,0,0,35,38,0
14204,65,2,143554,15,10,5,0,1,4,0,0,0,38,38,0
14205,30,2,126242,15,10,2,7,5,4,0,0,0,40,38,0
14206,22,2,127185,6,5,4,6,1,4,0,0,0,40,38,0
14207,26,2,164018,9,13,2,11,0,4,1,4064,0,50,38,0
14208,25,2,210184,1,7,5,2,3,4,1,0,0,40,38,0
14209,47,2,124973,8,11,2,3,0,4,1,15024,0,50,38,1
14210,23,2,182117,7,12,4,7,3,4,1,0,0,60,38,0
14211,42,2,220049,11,9,2,11,0,2,1,0,0,40,38,1
14212,39,4,247975,15,10,4,2,1,1,1,0,0,30,38,0
14213,55,2,50164,10,16,2,3,0,4,1,0,0,60,38,1
14214,24,5,123160,12,14,3,9,1,1,0,0,0,10,2,0
14215,53,2,79324,11,9,2,2,0,4,1,0,0,40,38,1
14216,44,2,129100,1,7,5,7,4,2,0,0,0,60,38,0
14217,40,2,210275,11,9,5,13,4,2,0,0,0,40,38,0
14218,48,2,189462,15,10,2,2,0,4,1,7688,0,40,38,1
14219,26,2,171114,8,11,5,0,4,4,0,0,0,35,38,0
14220,22,2,201799,11,9,4,11,3,4,0,0,0,40,38,0
14221,43,2,191149,11,9,0,3,1,4,0,0,0,40,38,0
14222,37,1,34173,11,9,2,7,5,4,0,0,0,25,38,0
14223,30,2,350979,11,9,2,2,0,1,1,0,0,40,24,0
14224,41,2,147314,11,9,2,11,0,0,1,0,0,50,38,0
14225,38,2,136081,14,15,2,9,0,4,1,0,0,60,38,1
14226,42,4,373403,11,9,2,4,0,4,1,0,0,50,38,0
14227,20,2,120601,11,9,4,13,3,2,1,0,0,40,38,0
14228,36,2,130926,9,13,0,0,1,4,0,3674,0,40,38,0
14229,32,0,72338,8,11,4,9,2,1,1,0,0,40,38,0
14230,27,2,129624,9,13,2,3,0,4,1,0,0,40,38,1
14231,25,5,328697,15,10,0,10,2,4,1,0,0,45,38,0
14232,40,2,191196,12,14,4,3,1,4,1,0,0,40,38,0
14233,49,2,110243,9,13,2,3,0,4,1,0,0,45,38,1
14234,17,2,181580,1,7,4,7,3,4,0,0,0,16,38,0
14235,29,2,89030,11,9,4,11,4,4,0,0,0,40,38,0
14236,47,2,345493,14,15,2,9,0,1,1,99999,0,55,35,1
14237,24,4,277700,15,10,5,5,3,4,1,0,0,45,38,0
14238,29,2,250679,11,9,4,2,1,4,1,0,0,40,38,0
14239,45,2,168837,15,10,2,0,5,4,0,0,0,24,1,1
14240,30,2,142675,2,8,2,2,0,4,1,0,0,50,38,0
14241,19,2,299050,15,10,4,0,3,4,1,0,0,20,38,0
14242,59,2,107833,0,6,2,13,0,4,1,0,1485,40,38,1
14243,47,2,121958,5,4,3,7,4,4,0,0,0,30,38,0
14244,41,2,282948,15,10,2,12,0,2,1,3137,0,40,38,0
14245,28,2,176683,7,12,4,9,3,4,1,0,0,40,9,0
14246,46,2,34377,7,12,2,2,0,4,1,0,0,40,38,1
14247,40,4,209833,15,10,2,2,0,4,1,0,0,60,38,0
14248,66,5,41506,0,6,0,7,1,2,0,0,0,40,38,0
14249,44,4,147206,15,10,4,2,3,4,1,0,0,12,38,0
14250,58,4,93664,11,9,2,3,0,4,1,15024,0,60,38,1
14251,21,2,315065,5,4,4,7,2,4,1,0,0,48,25,0
14252,59,2,381851,6,5,6,7,4,2,0,0,0,40,38,0
14253,35,1,185769,15,10,2,7,0,4,1,0,0,40,38,0
14254,45,2,186272,6,5,2,0,0,2,1,5178,0,40,38,1
14255,30,2,312667,11,9,2,13,0,4,1,0,0,40,38,0
14256,33,2,343925,11,9,4,5,1,2,1,0,0,40,22,0
14257,26,2,195994,15,10,4,11,1,4,0,0,0,15,38,0
14258,48,2,398843,15,10,5,11,4,2,0,0,0,35,38,0
14259,31,2,73514,11,9,4,11,3,1,0,0,0,40,38,0
14260,36,2,288049,11,9,2,3,0,4,1,0,0,45,38,0
14261,48,2,54759,11,9,0,9,4,4,0,0,0,38,38,0
14262,30,2,155343,11,9,2,2,0,4,1,5013,0,40,38,0
14263,33,2,401104,11,9,2,5,0,4,1,0,0,50,38,1
14264,53,2,113995,9,13,2,3,0,4,1,0,0,45,38,1
14265,38,2,111499,15,10,2,13,0,4,1,7298,0,50,38,1
14266,34,2,34374,15,10,4,7,1,4,1,0,0,50,38,0
14267,45,2,162187,9,13,2,11,0,4,1,0,0,52,38,1
14268,33,1,147654,8,11,2,9,0,4,1,0,0,60,38,0
14269,35,2,182467,8,11,2,2,5,4,0,0,0,44,38,0
14270,22,2,183970,11,9,4,5,3,2,1,0,0,40,38,0
14271,35,2,332588,11,9,0,7,4,4,0,0,0,30,38,0
14272,45,2,26781,11,9,2,9,0,0,1,0,0,8,38,0
14273,17,2,48610,1,7,4,4,3,4,1,0,0,45,38,0
14274,50,2,162632,11,9,2,3,0,4,1,0,0,45,38,0
14275,38,1,91711,9,13,2,9,0,4,1,0,0,50,38,1
14276,33,2,198003,15,10,2,2,0,4,1,7298,0,50,38,1
14277,25,2,262778,9,13,4,11,1,4,0,6849,0,50,38,0
14278,64,2,102470,11,9,2,2,0,4,1,0,0,40,38,0
14279,62,4,123170,15,10,2,3,0,4,1,0,0,10,38,0
14280,32,2,164243,11,9,2,12,0,4,1,0,0,60,38,1
14281,17,2,262511,1,7,4,11,3,4,1,0,0,20,38,0
14282,61,2,51170,11,9,2,2,0,4,1,0,0,55,38,0
14283,40,5,91949,10,16,4,9,1,2,0,0,0,40,38,0
14284,21,2,123727,11,9,4,3,2,4,0,0,0,40,38,0
14285,39,2,173175,9,13,2,3,0,4,1,15024,0,50,38,1
14286,35,4,120301,15,10,2,3,0,4,1,0,0,45,38,0
